Fiscal Year,Month Grouping,Month (abbv),Component,Demographic,Citizenship Grouping,Title of Authority,Encounter Type,Encounter Count
2022,FYTD,NOV,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,1731
2022,FYTD,NOV,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,5990
2022,FYTD,NOV,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,3363
2022,FYTD,NOV,U.S. Border Patrol,UC / Single Minors,Mexico,Title 42,Expulsions,1
2022,FYTD,NOV,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,2038
2022,FYTD,NOV,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,622
2022,Remaining,SEP,Office of Field Operations,Accompanied Minors,El Salvador,Title 42,Expulsions,1
2022,Remaining,SEP,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,1
2022,Remaining,SEP,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,116
2022,Remaining,SEP,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,52
2022,Remaining,SEP,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,16
2022,Remaining,SEP,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,1
2022,Remaining,SEP,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,305
2022,Remaining,SEP,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,257
2022,Remaining,SEP,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,1602
2022,Remaining,SEP,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,3048
2022,Remaining,SEP,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,4288
2022,Remaining,SEP,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,10
2022,Remaining,SEP,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,199
2022,Remaining,SEP,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,21
2022,Remaining,SEP,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,125
2022,Remaining,SEP,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,16
2022,Remaining,SEP,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,582
2022,Remaining,SEP,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1515
2022,Remaining,SEP,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,3039
2022,Remaining,SEP,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,84
2022,Remaining,SEP,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,4311
2022,Remaining,SEP,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,9
2022,Remaining,SEP,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,17
2022,Remaining,SEP,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,20
2022,Remaining,SEP,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,289
2022,Remaining,SEP,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,26
2022,Remaining,SEP,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,419
2022,Remaining,SEP,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,792
2022,Remaining,SEP,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,1121
2022,Remaining,SEP,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,313
2022,Remaining,SEP,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,1643
2022,Remaining,SEP,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,461
2022,Remaining,SEP,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,1872
2022,Remaining,SEP,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,463
2022,Remaining,SEP,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,659
2022,Remaining,SEP,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,36836
2022,Remaining,SEP,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,2980
2022,Remaining,SEP,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,386
2022,Remaining,SEP,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,8574
2022,Remaining,SEP,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,459
2022,Remaining,SEP,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,6740
2022,Remaining,SEP,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,596
2022,Remaining,SEP,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,46788
2022,Remaining,SEP,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,4234
2022,Remaining,SEP,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,1674
2022,Remaining,SEP,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,79048
2022,Remaining,SEP,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,1146
2022,Remaining,SEP,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 42,Expulsions,1
2022,Remaining,SEP,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,4442
2022,Remaining,SEP,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,2757
2022,Remaining,SEP,U.S. Border Patrol,UC / Single Minors,Mexico,Title 42,Expulsions,1
2022,Remaining,SEP,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,2014
2022,Remaining,SEP,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,1178
2023,Remaining,APR,Office of Field Operations,Accompanied Minors,El Salvador,Title 42,Expulsions,2
2023,Remaining,APR,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,6
2023,Remaining,APR,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,1
2023,Remaining,APR,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,4
2023,Remaining,APR,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,1
2023,Remaining,APR,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,159
2023,Remaining,APR,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,55
2023,Remaining,APR,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,36
2023,Remaining,APR,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,15
2023,Remaining,APR,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,176
2023,Remaining,APR,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,136
2023,Remaining,APR,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,648
2023,Remaining,APR,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,2421
2023,Remaining,APR,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,8473
2023,Remaining,APR,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,7
2023,Remaining,APR,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,98
2023,Remaining,APR,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,28
2023,Remaining,APR,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,69
2023,Remaining,APR,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,17
2023,Remaining,APR,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,410
2023,Remaining,APR,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1628
2023,Remaining,APR,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2978
2023,Remaining,APR,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,263
2023,Remaining,APR,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,10052
2023,Remaining,APR,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,5
2023,Remaining,APR,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,33
2023,Remaining,APR,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,26
2023,Remaining,APR,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,182
2023,Remaining,APR,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,142
2023,Remaining,APR,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,247
2023,Remaining,APR,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,394
2023,Remaining,APR,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,1079
2023,Remaining,APR,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,1977
2023,Remaining,APR,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,1339
2023,Remaining,APR,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,312
2023,Remaining,APR,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,3947
2023,Remaining,APR,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,3774
2023,Remaining,APR,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,4087
2023,Remaining,APR,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,29399
2023,Remaining,APR,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,2395
2023,Remaining,APR,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,423
2023,Remaining,APR,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,6838
2023,Remaining,APR,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,644
2023,Remaining,APR,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,6996
2023,Remaining,APR,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,626
2023,Remaining,APR,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,46442
2023,Remaining,APR,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,3175
2023,Remaining,APR,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,10694
2023,Remaining,APR,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,48071
2023,Remaining,APR,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,930
2023,Remaining,APR,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,3773
2023,Remaining,APR,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,2839
2023,Remaining,APR,U.S. Border Patrol,UC / Single Minors,Mexico,Title 42,Expulsions,1
2023,Remaining,APR,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,2329
2023,Remaining,APR,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,1190
2023,Remaining,AUG,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,3
2023,Remaining,AUG,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,128
2023,Remaining,AUG,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,33
2023,Remaining,AUG,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,500
2023,Remaining,AUG,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,354
2023,Remaining,AUG,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,1650
2023,Remaining,AUG,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,9479
2023,Remaining,AUG,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,11628
2023,Remaining,AUG,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,511
2023,Remaining,AUG,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,337
2023,Remaining,AUG,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,1720
2023,Remaining,AUG,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,5962
2023,Remaining,AUG,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,18894
2023,Remaining,AUG,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,6
2023,Remaining,AUG,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,41
2023,Remaining,AUG,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,53
2023,Remaining,AUG,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,416
2023,Remaining,AUG,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,194
2023,Remaining,AUG,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,3159
2023,Remaining,AUG,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,26242
2023,Remaining,AUG,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,23656
2023,Remaining,AUG,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,11569
2023,Remaining,AUG,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,28485
2023,Remaining,AUG,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,1098
2023,Remaining,AUG,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,5600
2023,Remaining,AUG,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,4147
2023,Remaining,AUG,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,25750
2023,Remaining,AUG,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,37821
2023,Remaining,AUG,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,806
2023,Remaining,AUG,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,5363
2023,Remaining,AUG,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,3939
2023,Remaining,AUG,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,2189
2023,Remaining,AUG,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,1230
2023,Remaining,DEC,Office of Field Operations,Accompanied Minors,El Salvador,Title 42,Expulsions,2
2023,Remaining,DEC,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,2
2023,Remaining,DEC,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,27
2023,Remaining,DEC,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,163
2023,Remaining,DEC,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,63
2023,Remaining,DEC,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,25
2023,Remaining,DEC,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,8
2023,Remaining,DEC,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,440
2023,Remaining,DEC,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,369
2023,Remaining,DEC,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,1924
2023,Remaining,DEC,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,6050
2023,Remaining,DEC,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,7692
2023,Remaining,DEC,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,11
2023,Remaining,DEC,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,235
2023,Remaining,DEC,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,34
2023,Remaining,DEC,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,184
2023,Remaining,DEC,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,28
2023,Remaining,DEC,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,932
2023,Remaining,DEC,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1501
2023,Remaining,DEC,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,3552
2023,Remaining,DEC,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,148
2023,Remaining,DEC,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,6459
2023,Remaining,DEC,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,15
2023,Remaining,DEC,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,50
2023,Remaining,DEC,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,36
2023,Remaining,DEC,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,293
2023,Remaining,DEC,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,54
2023,Remaining,DEC,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,376
2023,Remaining,DEC,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,560
2023,Remaining,DEC,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,1478
2023,Remaining,DEC,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,345
2023,Remaining,DEC,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,1808
2023,Remaining,DEC,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,579
2023,Remaining,DEC,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,1461
2023,Remaining,DEC,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,2095
2023,Remaining,DEC,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,3553
2023,Remaining,DEC,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,48588
2023,Remaining,DEC,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,2057
2023,Remaining,DEC,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,280
2023,Remaining,DEC,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,7227
2023,Remaining,DEC,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,395
2023,Remaining,DEC,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,4972
2023,Remaining,DEC,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,373
2023,Remaining,DEC,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,23672
2023,Remaining,DEC,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,7958
2023,Remaining,DEC,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,4751
2023,Remaining,DEC,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,97661
2023,Remaining,DEC,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,884
2023,Remaining,DEC,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,4801
2023,Remaining,DEC,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,2597
2023,Remaining,DEC,U.S. Border Patrol,UC / Single Minors,Mexico,Title 42,Expulsions,1
2023,Remaining,DEC,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,1581
2023,Remaining,DEC,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,1965
2023,Remaining,FEB,Office of Field Operations,Accompanied Minors,El Salvador,Title 42,Expulsions,1
2023,Remaining,FEB,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,1
2023,Remaining,FEB,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,2
2023,Remaining,FEB,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,4
2023,Remaining,FEB,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,144
2023,Remaining,FEB,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,24
2023,Remaining,FEB,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,32
2023,Remaining,FEB,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,7
2023,Remaining,FEB,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,70
2023,Remaining,FEB,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,52
2023,Remaining,FEB,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,248
2023,Remaining,FEB,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,913
2023,Remaining,FEB,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,6658
2023,Remaining,FEB,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,5
2023,Remaining,FEB,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,136
2023,Remaining,FEB,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,20
2023,Remaining,FEB,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,100
2023,Remaining,FEB,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,9
2023,Remaining,FEB,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,550
2023,Remaining,FEB,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1495
2023,Remaining,FEB,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,3007
2023,Remaining,FEB,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,124
2023,Remaining,FEB,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,12089
2023,Remaining,FEB,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,5
2023,Remaining,FEB,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,29
2023,Remaining,FEB,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,26
2023,Remaining,FEB,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,206
2023,Remaining,FEB,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,152
2023,Remaining,FEB,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,252
2023,Remaining,FEB,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,272
2023,Remaining,FEB,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,1067
2023,Remaining,FEB,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,432
2023,Remaining,FEB,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,901
2023,Remaining,FEB,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,192
2023,Remaining,FEB,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,2488
2023,Remaining,FEB,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,3768
2023,Remaining,FEB,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,3740
2023,Remaining,FEB,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,12531
2023,Remaining,FEB,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,2917
2023,Remaining,FEB,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,241
2023,Remaining,FEB,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,8047
2023,Remaining,FEB,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,405
2023,Remaining,FEB,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,6071
2023,Remaining,FEB,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,423
2023,Remaining,FEB,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,46616
2023,Remaining,FEB,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,4197
2023,Remaining,FEB,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,4041
2023,Remaining,FEB,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,21502
2023,Remaining,FEB,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,820
2023,Remaining,FEB,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,4065
2023,Remaining,FEB,U.S. Border Patrol,UC / Single Minors,Honduras,Title 42,Expulsions,1
2023,Remaining,FEB,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,2510
2023,Remaining,FEB,U.S. Border Patrol,UC / Single Minors,Mexico,Title 42,Expulsions,2
2023,Remaining,FEB,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,2411
2023,Remaining,FEB,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,609
2023,Remaining,JAN,Office of Field Operations,Accompanied Minors,El Salvador,Title 8,Inadmissibles,1
2023,Remaining,JAN,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,1
2023,Remaining,JAN,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,7
2023,Remaining,JAN,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,108
2023,Remaining,JAN,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,83
2023,Remaining,JAN,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,12
2023,Remaining,JAN,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,9
2023,Remaining,JAN,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,242
2023,Remaining,JAN,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,251
2023,Remaining,JAN,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,1269
2023,Remaining,JAN,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,4137
2023,Remaining,JAN,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,6711
2023,Remaining,JAN,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,2
2023,Remaining,JAN,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,174
2023,Remaining,JAN,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,13
2023,Remaining,JAN,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,142
2023,Remaining,JAN,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,31
2023,Remaining,JAN,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,726
2023,Remaining,JAN,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1414
2023,Remaining,JAN,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,3828
2023,Remaining,JAN,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,77
2023,Remaining,JAN,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,8261
2023,Remaining,JAN,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,9
2023,Remaining,JAN,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,32
2023,Remaining,JAN,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,15
2023,Remaining,JAN,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,227
2023,Remaining,JAN,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,63
2023,Remaining,JAN,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,258
2023,Remaining,JAN,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,294
2023,Remaining,JAN,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,770
2023,Remaining,JAN,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,201
2023,Remaining,JAN,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,989
2023,Remaining,JAN,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,235
2023,Remaining,JAN,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,1497
2023,Remaining,JAN,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,3002
