Fiscal Year,Month Grouping,Month (abbv),Land Border Region,State,Demographic,Citizenship,Title of Authority,Encounter Count
2021,Remaining,DEC,Other,PA,Single Adults,OTHER,Title 8,3
2021,Remaining,DEC,Other,PA,Single Adults,PHILIPPINES,Title 8,6
2021,Remaining,DEC,Other,PA,Single Adults,ROMANIA,Title 8,3
2021,Remaining,DEC,Other,PA,Single Adults,UKRAINE,Title 8,7
2021,Remaining,DEC,Other,PR,Accompanied Minors,OTHER,Title 8,1
2021,Remaining,DEC,Other,PR,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,18
2021,Remaining,DEC,Other,PR,Single Adults,COLOMBIA,Title 8,10
2021,Remaining,DEC,Other,PR,Single Adults,GUATEMALA,Title 8,1
2021,Remaining,DEC,Other,PR,Single Adults,HAITI,Title 8,2
2021,Remaining,DEC,Other,PR,Single Adults,HONDURAS,Title 8,6
2021,Remaining,DEC,Other,PR,Single Adults,INDIA,Title 8,8
2021,Remaining,DEC,Other,PR,Single Adults,NICARAGUA,Title 8,8
2021,Remaining,DEC,Other,PR,Single Adults,OTHER,Title 8,146
2021,Remaining,DEC,Other,PR,Single Adults,PHILIPPINES,Title 8,96
2021,Remaining,DEC,Other,PR,Single Adults,RUSSIA,Title 8,10
2021,Remaining,DEC,Other,PR,Single Adults,TURKEY,Title 8,37
2021,Remaining,DEC,Other,PR,Single Adults,UKRAINE,Title 8,12
2021,Remaining,DEC,Other,PR,Single Adults,VENEZUELA,Title 8,14
2021,Remaining,DEC,Other,RI,Single Adults,INDIA,Title 8,1
2021,Remaining,DEC,Other,RI,Single Adults,PHILIPPINES,Title 8,1
2021,Remaining,DEC,Other,SC,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,54
2021,Remaining,DEC,Other,SC,Single Adults,HONDURAS,Title 8,1
2021,Remaining,DEC,Other,SC,Single Adults,INDIA,Title 8,7
2021,Remaining,DEC,Other,SC,Single Adults,MYANMAR (BURMA),Title 8,5
2021,Remaining,DEC,Other,SC,Single Adults,OTHER,Title 8,28
2021,Remaining,DEC,Other,SC,Single Adults,PHILIPPINES,Title 8,60
2021,Remaining,DEC,Other,SC,Single Adults,ROMANIA,Title 8,2
2021,Remaining,DEC,Other,SC,Single Adults,RUSSIA,Title 8,6
2021,Remaining,DEC,Other,SC,Single Adults,TURKEY,Title 8,1
2021,Remaining,DEC,Other,SC,Single Adults,UKRAINE,Title 8,12
2021,Remaining,DEC,Other,SC,Single Adults,VENEZUELA,Title 8,1
2021,Remaining,DEC,Other,TX,FMUA,COLOMBIA,Title 8,15
2021,Remaining,DEC,Other,TX,FMUA,EL SALVADOR,Title 8,2
2021,Remaining,DEC,Other,TX,FMUA,MEXICO,Title 8,27
2021,Remaining,DEC,Other,TX,FMUA,VENEZUELA,Title 8,2
2021,Remaining,DEC,Other,TX,Single Adults,BRAZIL,Title 8,32
2021,Remaining,DEC,Other,TX,Single Adults,CANADA,Title 8,4
2021,Remaining,DEC,Other,TX,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,393
2021,Remaining,DEC,Other,TX,Single Adults,COLOMBIA,Title 8,62
2021,Remaining,DEC,Other,TX,Single Adults,CUBA,Title 8,2
2021,Remaining,DEC,Other,TX,Single Adults,ECUADOR,Title 8,6
2021,Remaining,DEC,Other,TX,Single Adults,EL SALVADOR,Title 8,2
2021,Remaining,DEC,Other,TX,Single Adults,GUATEMALA,Title 8,11
2021,Remaining,DEC,Other,TX,Single Adults,HONDURAS,Title 8,29
2021,Remaining,DEC,Other,TX,Single Adults,INDIA,Title 8,1160
2021,Remaining,DEC,Other,TX,Single Adults,MEXICO,Title 8,545
2021,Remaining,DEC,Other,TX,Single Adults,MYANMAR (BURMA),Title 8,19
2021,Remaining,DEC,Other,TX,Single Adults,NICARAGUA,Title 8,4
2021,Remaining,DEC,Other,TX,Single Adults,OTHER,Title 8,517
2021,Remaining,DEC,Other,TX,Single Adults,PERU,Title 8,100
2021,Remaining,DEC,Other,TX,Single Adults,PHILIPPINES,Title 8,1420
2021,Remaining,DEC,Other,TX,Single Adults,ROMANIA,Title 8,19
2021,Remaining,DEC,Other,TX,Single Adults,RUSSIA,Title 8,242
2021,Remaining,DEC,Other,TX,Single Adults,TURKEY,Title 8,85
2021,Remaining,DEC,Other,TX,Single Adults,UKRAINE,Title 8,163
2021,Remaining,DEC,Other,TX,Single Adults,VENEZUELA,Title 8,12
2021,Remaining,DEC,Other,TX,UC / Single Minors,CANADA,Title 8,1
2021,Remaining,DEC,Other,TX,UC / Single Minors,MEXICO,Title 8,2
2021,Remaining,DEC,Other,UT,Single Adults,MEXICO,Title 8,1
2021,Remaining,DEC,Other,VA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,19
2021,Remaining,DEC,Other,VA,Single Adults,INDIA,Title 8,36
2021,Remaining,DEC,Other,VA,Single Adults,MYANMAR (BURMA),Title 8,13
2021,Remaining,DEC,Other,VA,Single Adults,OTHER,Title 8,49
2021,Remaining,DEC,Other,VA,Single Adults,PHILIPPINES,Title 8,187
2021,Remaining,DEC,Other,VA,Single Adults,ROMANIA,Title 8,7
2021,Remaining,DEC,Other,VA,Single Adults,RUSSIA,Title 8,13
2021,Remaining,DEC,Other,VA,Single Adults,TURKEY,Title 8,13
2021,Remaining,DEC,Other,VA,Single Adults,UKRAINE,Title 8,80
2021,Remaining,DEC,Other,VA,Single Adults,VENEZUELA,Title 8,1
2021,Remaining,DEC,Other,VI,FMUA,COLOMBIA,Title 8,3
2021,Remaining,DEC,Other,VI,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,10
2021,Remaining,DEC,Other,VI,Single Adults,COLOMBIA,Title 8,1
2021,Remaining,DEC,Other,VI,Single Adults,CUBA,Title 8,1
2021,Remaining,DEC,Other,VI,Single Adults,EL SALVADOR,Title 8,1
2021,Remaining,DEC,Other,VI,Single Adults,HAITI,Title 8,21
2021,Remaining,DEC,Other,VI,Single Adults,HONDURAS,Title 8,23
2021,Remaining,DEC,Other,VI,Single Adults,MEXICO,Title 8,1
2021,Remaining,DEC,Other,VI,Single Adults,MYANMAR (BURMA),Title 8,9
2021,Remaining,DEC,Other,VI,Single Adults,NICARAGUA,Title 8,20
2021,Remaining,DEC,Other,VI,Single Adults,OTHER,Title 8,64
2021,Remaining,DEC,Other,VI,Single Adults,PERU,Title 8,4
2021,Remaining,DEC,Other,VI,Single Adults,PHILIPPINES,Title 8,20
2021,Remaining,DEC,Other,VI,Single Adults,RUSSIA,Title 8,1
2021,Remaining,DEC,Other,VI,Single Adults,UKRAINE,Title 8,13
2021,Remaining,DEC,Other,VI,Single Adults,VENEZUELA,Title 8,23
2021,Remaining,DEC,Other,VI,UC / Single Minors,OTHER,Title 8,1
2021,Remaining,DEC,Other,WA,FMUA,MEXICO,Title 8,18
2021,Remaining,DEC,Other,WA,Single Adults,BRAZIL,Title 8,1
2021,Remaining,DEC,Other,WA,Single Adults,CANADA,Title 8,1
2021,Remaining,DEC,Other,WA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,115
2021,Remaining,DEC,Other,WA,Single Adults,INDIA,Title 8,56
2021,Remaining,DEC,Other,WA,Single Adults,MEXICO,Title 8,45
2021,Remaining,DEC,Other,WA,Single Adults,MYANMAR (BURMA),Title 8,26
2021,Remaining,DEC,Other,WA,Single Adults,OTHER,Title 8,60
2021,Remaining,DEC,Other,WA,Single Adults,PHILIPPINES,Title 8,171
2021,Remaining,DEC,Other,WA,Single Adults,RUSSIA,Title 8,4
2021,Remaining,DEC,Other,WA,Single Adults,UKRAINE,Title 8,32
2021,Remaining,DEC,Other,WI,Single Adults,PHILIPPINES,Title 8,1
2021,Remaining,DEC,Southwest Land Border,AZ,Accompanied Minors,MEXICO,Title 42,6
2021,Remaining,DEC,Southwest Land Border,AZ,Accompanied Minors,MEXICO,Title 8,1
2021,Remaining,DEC,Southwest Land Border,AZ,FMUA,BRAZIL,Title 8,8
2021,Remaining,DEC,Southwest Land Border,AZ,FMUA,CUBA,Title 42,7
2021,Remaining,DEC,Southwest Land Border,AZ,FMUA,CUBA,Title 8,11
2021,Remaining,DEC,Southwest Land Border,AZ,FMUA,ECUADOR,Title 42,23
2021,Remaining,DEC,Southwest Land Border,AZ,FMUA,ECUADOR,Title 8,30
2021,Remaining,DEC,Southwest Land Border,AZ,FMUA,EL SALVADOR,Title 42,39
2021,Remaining,DEC,Southwest Land Border,AZ,FMUA,EL SALVADOR,Title 8,2
2021,Remaining,DEC,Southwest Land Border,AZ,FMUA,GUATEMALA,Title 42,188
2021,Remaining,DEC,Southwest Land Border,AZ,FMUA,GUATEMALA,Title 8,2
2021,Remaining,DEC,Southwest Land Border,AZ,FMUA,HONDURAS,Title 42,80
2021,Remaining,DEC,Southwest Land Border,AZ,FMUA,HONDURAS,Title 8,5
2021,Remaining,DEC,Southwest Land Border,AZ,FMUA,INDIA,Title 8,14
2021,Remaining,DEC,Southwest Land Border,AZ,FMUA,MEXICO,Title 42,68
2021,Remaining,DEC,Southwest Land Border,AZ,FMUA,MEXICO,Title 8,25
2021,Remaining,DEC,Southwest Land Border,AZ,FMUA,NICARAGUA,Title 8,11
2021,Remaining,DEC,Southwest Land Border,AZ,FMUA,OTHER,Title 42,2
2021,Remaining,DEC,Southwest Land Border,AZ,FMUA,OTHER,Title 8,29
2021,Remaining,DEC,Southwest Land Border,AZ,FMUA,ROMANIA,Title 8,100
2021,Remaining,DEC,Southwest Land Border,AZ,FMUA,VENEZUELA,Title 42,3
2021,Remaining,DEC,Southwest Land Border,AZ,FMUA,VENEZUELA,Title 8,21
2021,Remaining,DEC,Southwest Land Border,AZ,Single Adults,BRAZIL,Title 42,4
2021,Remaining,DEC,Southwest Land Border,AZ,Single Adults,BRAZIL,Title 8,9
2021,Remaining,DEC,Southwest Land Border,AZ,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2021,Remaining,DEC,Southwest Land Border,AZ,Single Adults,COLOMBIA,Title 42,1
2021,Remaining,DEC,Southwest Land Border,AZ,Single Adults,COLOMBIA,Title 8,1
2021,Remaining,DEC,Southwest Land Border,AZ,Single Adults,CUBA,Title 42,8
2021,Remaining,DEC,Southwest Land Border,AZ,Single Adults,CUBA,Title 8,45
2021,Remaining,DEC,Southwest Land Border,AZ,Single Adults,ECUADOR,Title 42,162
2021,Remaining,DEC,Southwest Land Border,AZ,Single Adults,ECUADOR,Title 8,28
2021,Remaining,DEC,Southwest Land Border,AZ,Single Adults,EL SALVADOR,Title 42,118
2021,Remaining,DEC,Southwest Land Border,AZ,Single Adults,EL SALVADOR,Title 8,6
2021,Remaining,DEC,Southwest Land Border,AZ,Single Adults,GUATEMALA,Title 42,2702
2021,Remaining,DEC,Southwest Land Border,AZ,Single Adults,GUATEMALA,Title 8,94
2021,Remaining,DEC,Southwest Land Border,AZ,Single Adults,HONDURAS,Title 42,422
2021,Remaining,DEC,Southwest Land Border,AZ,Single Adults,HONDURAS,Title 8,29
2021,Remaining,DEC,Southwest Land Border,AZ,Single Adults,INDIA,Title 42,1
2021,Remaining,DEC,Southwest Land Border,AZ,Single Adults,INDIA,Title 8,2
2021,Remaining,DEC,Southwest Land Border,AZ,Single Adults,MEXICO,Title 42,6526
2021,Remaining,DEC,Southwest Land Border,AZ,Single Adults,MEXICO,Title 8,655
2021,Remaining,DEC,Southwest Land Border,AZ,Single Adults,NICARAGUA,Title 42,6
2021,Remaining,DEC,Southwest Land Border,AZ,Single Adults,NICARAGUA,Title 8,32
2021,Remaining,DEC,Southwest Land Border,AZ,Single Adults,OTHER,Title 42,1
2021,Remaining,DEC,Southwest Land Border,AZ,Single Adults,OTHER,Title 8,30
2021,Remaining,DEC,Southwest Land Border,AZ,Single Adults,PERU,Title 42,2
2021,Remaining,DEC,Southwest Land Border,AZ,Single Adults,PERU,Title 8,7
2021,Remaining,DEC,Southwest Land Border,AZ,Single Adults,ROMANIA,Title 8,1
2021,Remaining,DEC,Southwest Land Border,AZ,Single Adults,RUSSIA,Title 8,1
2021,Remaining,DEC,Southwest Land Border,AZ,Single Adults,VENEZUELA,Title 42,3
2021,Remaining,DEC,Southwest Land Border,AZ,Single Adults,VENEZUELA,Title 8,19
2021,Remaining,DEC,Southwest Land Border,AZ,UC / Single Minors,BRAZIL,Title 8,2
2021,Remaining,DEC,Southwest Land Border,AZ,UC / Single Minors,ECUADOR,Title 8,46
2021,Remaining,DEC,Southwest Land Border,AZ,UC / Single Minors,EL SALVADOR,Title 8,10
2021,Remaining,DEC,Southwest Land Border,AZ,UC / Single Minors,GUATEMALA,Title 8,512
2021,Remaining,DEC,Southwest Land Border,AZ,UC / Single Minors,HONDURAS,Title 8,41
2021,Remaining,DEC,Southwest Land Border,AZ,UC / Single Minors,INDIA,Title 8,4
2021,Remaining,DEC,Southwest Land Border,AZ,UC / Single Minors,MEXICO,Title 8,378
2021,Remaining,DEC,Southwest Land Border,AZ,UC / Single Minors,NICARAGUA,Title 8,5
2021,Remaining,DEC,Southwest Land Border,AZ,UC / Single Minors,PERU,Title 8,1
2021,Remaining,DEC,Southwest Land Border,AZ,UC / Single Minors,ROMANIA,Title 8,1
2021,Remaining,DEC,Southwest Land Border,AZ,UC / Single Minors,VENEZUELA,Title 8,1
2021,Remaining,DEC,Southwest Land Border,CA,Accompanied Minors,GUATEMALA,Title 42,2
2021,Remaining,DEC,Southwest Land Border,CA,Accompanied Minors,HONDURAS,Title 8,1
2021,Remaining,DEC,Southwest Land Border,CA,Accompanied Minors,MEXICO,Title 42,20
2021,Remaining,DEC,Southwest Land Border,CA,Accompanied Minors,MEXICO,Title 8,9
2021,Remaining,DEC,Southwest Land Border,CA,FMUA,BRAZIL,Title 42,1
2021,Remaining,DEC,Southwest Land Border,CA,FMUA,BRAZIL,Title 8,6
2021,Remaining,DEC,Southwest Land Border,CA,FMUA,COLOMBIA,Title 8,1
2021,Remaining,DEC,Southwest Land Border,CA,FMUA,CUBA,Title 42,3
2021,Remaining,DEC,Southwest Land Border,CA,FMUA,CUBA,Title 8,2
2021,Remaining,DEC,Southwest Land Border,CA,FMUA,ECUADOR,Title 8,9
2021,Remaining,DEC,Southwest Land Border,CA,FMUA,EL SALVADOR,Title 42,17
2021,Remaining,DEC,Southwest Land Border,CA,FMUA,EL SALVADOR,Title 8,5
2021,Remaining,DEC,Southwest Land Border,CA,FMUA,GUATEMALA,Title 42,8
2021,Remaining,DEC,Southwest Land Border,CA,FMUA,GUATEMALA,Title 8,3
2021,Remaining,DEC,Southwest Land Border,CA,FMUA,HAITI,Title 42,30
2021,Remaining,DEC,Southwest Land Border,CA,FMUA,HAITI,Title 8,4
2021,Remaining,DEC,Southwest Land Border,CA,FMUA,HONDURAS,Title 42,56
2021,Remaining,DEC,Southwest Land Border,CA,FMUA,HONDURAS,Title 8,11
2021,Remaining,DEC,Southwest Land Border,CA,FMUA,INDIA,Title 8,6
2021,Remaining,DEC,Southwest Land Border,CA,FMUA,MEXICO,Title 42,149
2021,Remaining,DEC,Southwest Land Border,CA,FMUA,MEXICO,Title 8,43
2021,Remaining,DEC,Southwest Land Border,CA,FMUA,NICARAGUA,Title 8,4
2021,Remaining,DEC,Southwest Land Border,CA,FMUA,OTHER,Title 42,8
2021,Remaining,DEC,Southwest Land Border,CA,FMUA,OTHER,Title 8,11
2021,Remaining,DEC,Southwest Land Border,CA,FMUA,PERU,Title 8,3
2021,Remaining,DEC,Southwest Land Border,CA,FMUA,ROMANIA,Title 8,11
2021,Remaining,DEC,Southwest Land Border,CA,FMUA,RUSSIA,Title 8,35
2021,Remaining,DEC,Southwest Land Border,CA,FMUA,UKRAINE,Title 8,6
2021,Remaining,DEC,Southwest Land Border,CA,FMUA,VENEZUELA,Title 8,12
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,BRAZIL,Title 8,10
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 42,2
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,5
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,COLOMBIA,Title 42,5
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,CUBA,Title 42,9
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,CUBA,Title 8,15
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,ECUADOR,Title 42,18
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,ECUADOR,Title 8,18
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,EL SALVADOR,Title 42,81
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,EL SALVADOR,Title 8,8
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,GUATEMALA,Title 42,172
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,GUATEMALA,Title 8,15
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,HAITI,Title 42,16
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,HAITI,Title 8,8
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,HONDURAS,Title 42,153
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,HONDURAS,Title 8,12
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,INDIA,Title 8,2
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,MEXICO,Title 42,11017
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,MEXICO,Title 8,525
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,MYANMAR (BURMA),Title 42,1
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,NICARAGUA,Title 42,6
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,NICARAGUA,Title 8,14
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,OTHER,Title 42,20
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,OTHER,Title 8,59
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,PERU,Title 8,3
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,PHILIPPINES,Title 8,2
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,ROMANIA,Title 42,1
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,ROMANIA,Title 8,1
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,RUSSIA,Title 8,15
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,VENEZUELA,Title 42,2
2021,Remaining,DEC,Southwest Land Border,CA,Single Adults,VENEZUELA,Title 8,6
2021,Remaining,DEC,Southwest Land Border,CA,UC / Single Minors,ECUADOR,Title 8,2
2021,Remaining,DEC,Southwest Land Border,CA,UC / Single Minors,EL SALVADOR,Title 8,7
2021,Remaining,DEC,Southwest Land Border,CA,UC / Single Minors,GUATEMALA,Title 8,25
2021,Remaining,DEC,Southwest Land Border,CA,UC / Single Minors,HONDURAS,Title 8,9
2021,Remaining,DEC,Southwest Land Border,CA,UC / Single Minors,MEXICO,Title 42,2
2021,Remaining,DEC,Southwest Land Border,CA,UC / Single Minors,MEXICO,Title 8,464
2021,Remaining,DEC,Southwest Land Border,CA,UC / Single Minors,ROMANIA,Title 8,4
2021,Remaining,DEC,Southwest Land Border,NM,Accompanied Minors,MEXICO,Title 42,1
2021,Remaining,DEC,Southwest Land Border,NM,FMUA,CUBA,Title 42,68
2021,Remaining,DEC,Southwest Land Border,NM,FMUA,CUBA,Title 8,11
2021,Remaining,DEC,Southwest Land Border,NM,FMUA,ECUADOR,Title 42,82
2021,Remaining,DEC,Southwest Land Border,NM,FMUA,ECUADOR,Title 8,2
2021,Remaining,DEC,Southwest Land Border,NM,FMUA,EL SALVADOR,Title 42,35
2021,Remaining,DEC,Southwest Land Border,NM,FMUA,EL SALVADOR,Title 8,2
2021,Remaining,DEC,Southwest Land Border,NM,FMUA,GUATEMALA,Title 42,48
2021,Remaining,DEC,Southwest Land Border,NM,FMUA,HONDURAS,Title 42,54
2021,Remaining,DEC,Southwest Land Border,NM,FMUA,MEXICO,Title 42,77
2021,Remaining,DEC,Southwest Land Border,NM,FMUA,MEXICO,Title 8,3
2021,Remaining,DEC,Southwest Land Border,NM,FMUA,OTHER,Title 42,2
2021,Remaining,DEC,Southwest Land Border,NM,Single Adults,BRAZIL,Title 42,94
2021,Remaining,DEC,Southwest Land Border,NM,Single Adults,BRAZIL,Title 8,33
2021,Remaining,DEC,Southwest Land Border,NM,Single Adults,COLOMBIA,Title 42,18
2021,Remaining,DEC,Southwest Land Border,NM,Single Adults,COLOMBIA,Title 8,8
2021,Remaining,DEC,Southwest Land Border,NM,Single Adults,CUBA,Title 42,933
2021,Remaining,DEC,Southwest Land Border,NM,Single Adults,CUBA,Title 8,239
2021,Remaining,DEC,Southwest Land Border,NM,Single Adults,ECUADOR,Title 42,1620
2021,Remaining,DEC,Southwest Land Border,NM,Single Adults,ECUADOR,Title 8,13
2021,Remaining,DEC,Southwest Land Border,NM,Single Adults,EL SALVADOR,Title 42,210
2021,Remaining,DEC,Southwest Land Border,NM,Single Adults,EL SALVADOR,Title 8,9
2021,Remaining,DEC,Southwest Land Border,NM,Single Adults,GUATEMALA,Title 42,876
2021,Remaining,DEC,Southwest Land Border,NM,Single Adults,GUATEMALA,Title 8,31
2021,Remaining,DEC,Southwest Land Border,NM,Single Adults,HAITI,Title 8,1
2021,Remaining,DEC,Southwest Land Border,NM,Single Adults,HONDURAS,Title 42,731
2021,Remaining,DEC,Southwest Land Border,NM,Single Adults,HONDURAS,Title 8,12
2021,Remaining,DEC,Southwest Land Border,NM,Single Adults,MEXICO,Title 42,2013
2021,Remaining,DEC,Southwest Land Border,NM,Single Adults,MEXICO,Title 8,107
2021,Remaining,DEC,Southwest Land Border,NM,Single Adults,NICARAGUA,Title 42,77
2021,Remaining,DEC,Southwest Land Border,NM,Single Adults,NICARAGUA,Title 8,31
2021,Remaining,DEC,Southwest Land Border,NM,Single Adults,OTHER,Title 42,4
2021,Remaining,DEC,Southwest Land Border,NM,Single Adults,OTHER,Title 8,8
2021,Remaining,DEC,Southwest Land Border,NM,Single Adults,PERU,Title 42,2
2021,Remaining,DEC,Southwest Land Border,NM,Single Adults,PERU,Title 8,5
2021,Remaining,DEC,Southwest Land Border,NM,Single Adults,RUSSIA,Title 8,1
2021,Remaining,DEC,Southwest Land Border,NM,Single Adults,VENEZUELA,Title 42,9
2021,Remaining,DEC,Southwest Land Border,NM,Single Adults,VENEZUELA,Title 8,8
2021,Remaining,DEC,Southwest Land Border,NM,UC / Single Minors,ECUADOR,Title 8,10
2021,Remaining,DEC,Southwest Land Border,NM,UC / Single Minors,EL SALVADOR,Title 8,2
2021,Remaining,DEC,Southwest Land Border,NM,UC / Single Minors,GUATEMALA,Title 8,38
2021,Remaining,DEC,Southwest Land Border,NM,UC / Single Minors,HONDURAS,Title 8,5
2021,Remaining,DEC,Southwest Land Border,NM,UC / Single Minors,MEXICO,Title 8,141
2021,Remaining,DEC,Southwest Land Border,NM,UC / Single Minors,NICARAGUA,Title 8,1
2021,Remaining,DEC,Southwest Land Border,TX,Accompanied Minors,BRAZIL,Title 42,2
2021,Remaining,DEC,Southwest Land Border,TX,Accompanied Minors,CUBA,Title 42,1
2021,Remaining,DEC,Southwest Land Border,TX,Accompanied Minors,EL SALVADOR,Title 42,2
2021,Remaining,DEC,Southwest Land Border,TX,Accompanied Minors,GUATEMALA,Title 42,1
2021,Remaining,DEC,Southwest Land Border,TX,Accompanied Minors,HONDURAS,Title 42,3
2021,Remaining,DEC,Southwest Land Border,TX,Accompanied Minors,MEXICO,Title 42,26
2021,Remaining,DEC,Southwest Land Border,TX,Accompanied Minors,MEXICO,Title 8,12
2021,Remaining,DEC,Southwest Land Border,TX,FMUA,BRAZIL,Title 42,1
2021,Remaining,DEC,Southwest Land Border,TX,FMUA,BRAZIL,Title 8,25
2021,Remaining,DEC,Southwest Land Border,TX,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,2
2021,Remaining,DEC,Southwest Land Border,TX,FMUA,COLOMBIA,Title 42,2
2021,Remaining,DEC,Southwest Land Border,TX,FMUA,CUBA,Title 42,37
2021,Remaining,DEC,Southwest Land Border,TX,FMUA,CUBA,Title 8,116
2021,Remaining,DEC,Southwest Land Border,TX,FMUA,ECUADOR,Title 42,42
2021,Remaining,DEC,Southwest Land Border,TX,FMUA,ECUADOR,Title 8,51
2021,Remaining,DEC,Southwest Land Border,TX,FMUA,EL SALVADOR,Title 42,335
2021,Remaining,DEC,Southwest Land Border,TX,FMUA,EL SALVADOR,Title 8,15
2021,Remaining,DEC,Southwest Land Border,TX,FMUA,GUATEMALA,Title 42,492
2021,Remaining,DEC,Southwest Land Border,TX,FMUA,GUATEMALA,Title 8,15
2021,Remaining,DEC,Southwest Land Border,TX,FMUA,HAITI,Title 42,20
2021,Remaining,DEC,Southwest Land Border,TX,FMUA,HAITI,Title 8,60
2021,Remaining,DEC,Southwest Land Border,TX,FMUA,HONDURAS,Title 42,948
2021,Remaining,DEC,Southwest Land Border,TX,FMUA,HONDURAS,Title 8,64
2021,Remaining,DEC,Southwest Land Border,TX,FMUA,MEXICO,Title 42,391
2021,Remaining,DEC,Southwest Land Border,TX,FMUA,MEXICO,Title 8,48
2021,Remaining,DEC,Southwest Land Border,TX,FMUA,NICARAGUA,Title 42,9
2021,Remaining,DEC,Southwest Land Border,TX,FMUA,NICARAGUA,Title 8,67
2021,Remaining,DEC,Southwest Land Border,TX,FMUA,OTHER,Title 42,5
2021,Remaining,DEC,Southwest Land Border,TX,FMUA,OTHER,Title 8,55
2021,Remaining,DEC,Southwest Land Border,TX,FMUA,ROMANIA,Title 8,37
2021,Remaining,DEC,Southwest Land Border,TX,FMUA,VENEZUELA,Title 42,2
2021,Remaining,DEC,Southwest Land Border,TX,FMUA,VENEZUELA,Title 8,71
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,BRAZIL,Title 42,33
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,BRAZIL,Title 8,62
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,CANADA,Title 8,1
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,5
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,COLOMBIA,Title 42,8
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,COLOMBIA,Title 8,29
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,CUBA,Title 42,131
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,CUBA,Title 8,429
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,ECUADOR,Title 42,1113
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,ECUADOR,Title 8,277
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,EL SALVADOR,Title 42,2587
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,EL SALVADOR,Title 8,94
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,GUATEMALA,Title 42,5986
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,GUATEMALA,Title 8,156
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,HAITI,Title 42,8
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,HAITI,Title 8,89
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,HONDURAS,Title 42,6621
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,HONDURAS,Title 8,210
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,INDIA,Title 8,2
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,MEXICO,Title 42,14316
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,MEXICO,Title 8,1578
