Fiscal Year,Month Grouping,Month (abbv),Land Border Region,State,Demographic,Citizenship,Title of Authority,Encounter Count
2023,Remaining,SEP,Southwest Land Border,CA,Single Adults,CUBA,Title 8,2867
2023,Remaining,SEP,Southwest Land Border,CA,Single Adults,ECUADOR,Title 8,847
2023,Remaining,SEP,Southwest Land Border,CA,Single Adults,EL SALVADOR,Title 8,294
2023,Remaining,SEP,Southwest Land Border,CA,Single Adults,GUATEMALA,Title 8,337
2023,Remaining,SEP,Southwest Land Border,CA,Single Adults,HAITI,Title 8,490
2023,Remaining,SEP,Southwest Land Border,CA,Single Adults,HONDURAS,Title 8,426
2023,Remaining,SEP,Southwest Land Border,CA,Single Adults,INDIA,Title 8,769
2023,Remaining,SEP,Southwest Land Border,CA,Single Adults,MEXICO,Title 8,5391
2023,Remaining,SEP,Southwest Land Border,CA,Single Adults,NICARAGUA,Title 8,73
2023,Remaining,SEP,Southwest Land Border,CA,Single Adults,OTHER,Title 8,6725
2023,Remaining,SEP,Southwest Land Border,CA,Single Adults,PERU,Title 8,618
2023,Remaining,SEP,Southwest Land Border,CA,Single Adults,PHILIPPINES,Title 8,2
2023,Remaining,SEP,Southwest Land Border,CA,Single Adults,ROMANIA,Title 8,41
2023,Remaining,SEP,Southwest Land Border,CA,Single Adults,RUSSIA,Title 8,670
2023,Remaining,SEP,Southwest Land Border,CA,Single Adults,TURKEY,Title 8,685
2023,Remaining,SEP,Southwest Land Border,CA,Single Adults,UKRAINE,Title 8,10
2023,Remaining,SEP,Southwest Land Border,CA,Single Adults,VENEZUELA,Title 8,1847
2023,Remaining,SEP,Southwest Land Border,CA,UC / Single Minors,BRAZIL,Title 8,12
2023,Remaining,SEP,Southwest Land Border,CA,UC / Single Minors,"CHINA, PEOPLES REPUBLIC OF",Title 8,10
2023,Remaining,SEP,Southwest Land Border,CA,UC / Single Minors,COLOMBIA,Title 8,66
2023,Remaining,SEP,Southwest Land Border,CA,UC / Single Minors,CUBA,Title 8,33
2023,Remaining,SEP,Southwest Land Border,CA,UC / Single Minors,ECUADOR,Title 8,56
2023,Remaining,SEP,Southwest Land Border,CA,UC / Single Minors,EL SALVADOR,Title 8,8
2023,Remaining,SEP,Southwest Land Border,CA,UC / Single Minors,GUATEMALA,Title 8,73
2023,Remaining,SEP,Southwest Land Border,CA,UC / Single Minors,HAITI,Title 8,19
2023,Remaining,SEP,Southwest Land Border,CA,UC / Single Minors,HONDURAS,Title 8,40
2023,Remaining,SEP,Southwest Land Border,CA,UC / Single Minors,INDIA,Title 8,21
2023,Remaining,SEP,Southwest Land Border,CA,UC / Single Minors,MEXICO,Title 8,278
2023,Remaining,SEP,Southwest Land Border,CA,UC / Single Minors,NICARAGUA,Title 8,2
2023,Remaining,SEP,Southwest Land Border,CA,UC / Single Minors,OTHER,Title 8,135
2023,Remaining,SEP,Southwest Land Border,CA,UC / Single Minors,PERU,Title 8,21
2023,Remaining,SEP,Southwest Land Border,CA,UC / Single Minors,ROMANIA,Title 8,2
2023,Remaining,SEP,Southwest Land Border,CA,UC / Single Minors,RUSSIA,Title 8,5
2023,Remaining,SEP,Southwest Land Border,CA,UC / Single Minors,TURKEY,Title 8,10
2023,Remaining,SEP,Southwest Land Border,CA,UC / Single Minors,VENEZUELA,Title 8,11
2023,Remaining,SEP,Southwest Land Border,NM,Accompanied Minors,MEXICO,Title 8,2
2023,Remaining,SEP,Southwest Land Border,NM,FMUA,COLOMBIA,Title 8,16
2023,Remaining,SEP,Southwest Land Border,NM,FMUA,ECUADOR,Title 8,42
2023,Remaining,SEP,Southwest Land Border,NM,FMUA,EL SALVADOR,Title 8,63
2023,Remaining,SEP,Southwest Land Border,NM,FMUA,GUATEMALA,Title 8,328
2023,Remaining,SEP,Southwest Land Border,NM,FMUA,HONDURAS,Title 8,50
2023,Remaining,SEP,Southwest Land Border,NM,FMUA,MEXICO,Title 8,333
2023,Remaining,SEP,Southwest Land Border,NM,FMUA,OTHER,Title 8,13
2023,Remaining,SEP,Southwest Land Border,NM,FMUA,PERU,Title 8,3
2023,Remaining,SEP,Southwest Land Border,NM,Single Adults,BRAZIL,Title 8,7
2023,Remaining,SEP,Southwest Land Border,NM,Single Adults,COLOMBIA,Title 8,45
2023,Remaining,SEP,Southwest Land Border,NM,Single Adults,ECUADOR,Title 8,290
2023,Remaining,SEP,Southwest Land Border,NM,Single Adults,EL SALVADOR,Title 8,216
2023,Remaining,SEP,Southwest Land Border,NM,Single Adults,GUATEMALA,Title 8,1243
2023,Remaining,SEP,Southwest Land Border,NM,Single Adults,HONDURAS,Title 8,291
2023,Remaining,SEP,Southwest Land Border,NM,Single Adults,MEXICO,Title 8,5608
2023,Remaining,SEP,Southwest Land Border,NM,Single Adults,NICARAGUA,Title 8,3
2023,Remaining,SEP,Southwest Land Border,NM,Single Adults,OTHER,Title 8,29
2023,Remaining,SEP,Southwest Land Border,NM,Single Adults,PERU,Title 8,7
2023,Remaining,SEP,Southwest Land Border,NM,Single Adults,TURKEY,Title 8,1
2023,Remaining,SEP,Southwest Land Border,NM,Single Adults,VENEZUELA,Title 8,80
2023,Remaining,SEP,Southwest Land Border,NM,UC / Single Minors,ECUADOR,Title 8,11
2023,Remaining,SEP,Southwest Land Border,NM,UC / Single Minors,EL SALVADOR,Title 8,13
2023,Remaining,SEP,Southwest Land Border,NM,UC / Single Minors,GUATEMALA,Title 8,146
2023,Remaining,SEP,Southwest Land Border,NM,UC / Single Minors,HONDURAS,Title 8,11
2023,Remaining,SEP,Southwest Land Border,NM,UC / Single Minors,MEXICO,Title 8,363
2023,Remaining,SEP,Southwest Land Border,NM,UC / Single Minors,OTHER,Title 8,1
2023,Remaining,SEP,Southwest Land Border,TX,Accompanied Minors,COLOMBIA,Title 8,1
2023,Remaining,SEP,Southwest Land Border,TX,Accompanied Minors,CUBA,Title 8,2
2023,Remaining,SEP,Southwest Land Border,TX,Accompanied Minors,HONDURAS,Title 8,2
2023,Remaining,SEP,Southwest Land Border,TX,Accompanied Minors,MEXICO,Title 8,78
2023,Remaining,SEP,Southwest Land Border,TX,Accompanied Minors,OTHER,Title 8,1
2023,Remaining,SEP,Southwest Land Border,TX,Accompanied Minors,VENEZUELA,Title 8,6
2023,Remaining,SEP,Southwest Land Border,TX,FMUA,BRAZIL,Title 8,525
2023,Remaining,SEP,Southwest Land Border,TX,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,15
2023,Remaining,SEP,Southwest Land Border,TX,FMUA,COLOMBIA,Title 8,3411
2023,Remaining,SEP,Southwest Land Border,TX,FMUA,CUBA,Title 8,1519
2023,Remaining,SEP,Southwest Land Border,TX,FMUA,ECUADOR,Title 8,2668
2023,Remaining,SEP,Southwest Land Border,TX,FMUA,EL SALVADOR,Title 8,4247
2023,Remaining,SEP,Southwest Land Border,TX,FMUA,GUATEMALA,Title 8,12471
2023,Remaining,SEP,Southwest Land Border,TX,FMUA,HAITI,Title 8,1401
2023,Remaining,SEP,Southwest Land Border,TX,FMUA,HONDURAS,Title 8,16919
2023,Remaining,SEP,Southwest Land Border,TX,FMUA,INDIA,Title 8,2
2023,Remaining,SEP,Southwest Land Border,TX,FMUA,MEXICO,Title 8,6537
2023,Remaining,SEP,Southwest Land Border,TX,FMUA,NICARAGUA,Title 8,228
2023,Remaining,SEP,Southwest Land Border,TX,FMUA,OTHER,Title 8,891
2023,Remaining,SEP,Southwest Land Border,TX,FMUA,PERU,Title 8,792
2023,Remaining,SEP,Southwest Land Border,TX,FMUA,PHILIPPINES,Title 8,2
2023,Remaining,SEP,Southwest Land Border,TX,FMUA,ROMANIA,Title 8,7
2023,Remaining,SEP,Southwest Land Border,TX,FMUA,RUSSIA,Title 8,158
2023,Remaining,SEP,Southwest Land Border,TX,FMUA,TURKEY,Title 8,13
2023,Remaining,SEP,Southwest Land Border,TX,FMUA,UKRAINE,Title 8,3
2023,Remaining,SEP,Southwest Land Border,TX,FMUA,VENEZUELA,Title 8,25444
2023,Remaining,SEP,Southwest Land Border,TX,Single Adults,BRAZIL,Title 8,52
2023,Remaining,SEP,Southwest Land Border,TX,Single Adults,CANADA,Title 8,4
2023,Remaining,SEP,Southwest Land Border,TX,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,19
2023,Remaining,SEP,Southwest Land Border,TX,Single Adults,COLOMBIA,Title 8,2783
2023,Remaining,SEP,Southwest Land Border,TX,Single Adults,CUBA,Title 8,3736
2023,Remaining,SEP,Southwest Land Border,TX,Single Adults,ECUADOR,Title 8,2007
